title,episodes,score,year,type,status,rating,duration,genres,studios,duration_min
Kaitou Queen no Yuuga na Vacances,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 28 min,"['Adventure', 'Fantasy']",['East Fish Studio'],1.0
Dokgo PV,1.0,6.37,0,PV,Finished Airing,R - 17+ (violence & profanity),1 min,"['Action', 'Drama']",[],1.0
Haha toshite Honmono wo.,1.0,6.37,0,ONA,Finished Airing,G - All Ages,2 min,['Slice of Life'],[],2.0
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,12.0,7.68,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance']",['Bibury Animation Studios'],23.0
Kibou no Chikara: Otona Precure '23,12.0,6.6,2023,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,['Action'],"['Toei Animation', 'Studio Deen']",25.0
Mahoutsukai Precure!! Mirai Days,12.0,7.3,2025,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Action'],"['Toei Animation', 'Studio Deen']",23.0
Petit Cool Doji Danshi no Hitokoma,2.0,6.24,0,ONA,Finished Airing,PG-13 - Teens 13 or older,10 min per ep,['Slice of Life'],['AQUA ARIS'],10.0
Mahou Shoujo ni Akogarete,13.0,7.61,2024,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Action', 'Comedy', 'Girls Love', 'Ecchi']",['Asahi Production'],23.0
gdgd Fairies Movie Specials,2.0,6.37,0,Special,Finished Airing,PG - Children,5 min per ep,"['Comedy', 'Fantasy']",[],5.0
Nige Jouzu no Wakagimi,12.0,7.78,2024,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Adventure', 'Comedy']",['CloverWorks'],23.0
Himitsu no Hana no Niwa,1.0,6.89,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min,"['Drama', 'Fantasy']",[],6.0
"Tsuma, Shougakusei ni Naru.",12.0,7.53,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance']",['Studio Signpost'],23.0
Rhapsody,4.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,[],"['Graphinica', 'NAZ']",23.0
Kinnikuman: Kanpeki Choujin Shiso-hen,11.0,6.81,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Sports']",['Production I.G'],23.0
Wulin Buer Zhoukan,24.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min per ep,"['Action', 'Comedy', 'Fantasy']",[],6.0
Bai Lian Feisheng Lu,60.0,6.65,0,ONA,Finished Airing,PG-13 - Teens 13 or older,11 min per ep,"['Action', 'Adventure', 'Fantasy']",['Suoyi Technology'],11.0
Majutsushi Orphen Hagure Tabi: Seiiki-hen,12.0,6.12,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Studio Deen'],23.0
Make Love,1.0,5.59,0,ONA,Finished Airing,G - All Ages,2 min,"['Romance', 'Sci-Fi']",[],2.0
Make a Girl,1.0,6.09,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 32 min,"['Romance', 'Sci-Fi']",['Yasuda Genshou Studio by Xenotoon'],1.0
Isekai System,1.0,5.6,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min,['Fantasy'],[],2.0
Dead Mount Death Play Part 2,12.0,7.44,2023,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Fantasy']",['Geek Toys'],23.0
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,12.0,7.54,2024,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Romance']",['Doga Kobo'],24.0
Twisted-Wonderland 3-shuunen Kinen PV,1.0,6.44,0,PV,Finished Airing,PG-13 - Teens 13 or older,1 min,['Supernatural'],['CloverWorks'],1.0
Terrarium Adventure,3.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,7 min per ep,['Fantasy'],[],7.0
Rinne,1.0,6.65,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],['Stereotype'],4.0
Saikai (2022),1.0,6.34,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Niji no Shoujo-tai Prism Knights,3.0,6.37,0,Special,Finished Airing,PG-13 - Teens 13 or older,15 min per ep,['Action'],[],15.0
Hikari no Ou 2nd Season,10.0,5.94,2024,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Adventure', 'Drama', 'Fantasy']",['Signal.MD'],24.0
UniteUp! Furikaeranai to,1.0,6.12,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min,[],['CloverWorks'],24.0
3-nen Z-gumi Ginpachi-sensei,12.0,7.66,2025,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Comedy'],['Bandai Namco Pictures'],24.0
The iDOLM@STER Shiny Colors,12.0,6.15,2024,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Slice of Life'],['Polygon Pictures'],24.0
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,12.0,6.42,2023,TV,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Adventure', 'Fantasy']",['LIDENFILMS'],26.0
3-nen Z-gumi Ginpachi-sensei Announcement Special,1.0,7.25,0,Special,Finished Airing,PG-13 - Teens 13 or older,1 min,['Comedy'],['Bandai Namco Pictures'],1.0
Duel Masters Win: Duel Wars-hen,49.0,6.37,2023,TV,Finished Airing,G - All Ages,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']","[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",24.0
Madogiwa no Totto-chan,1.0,7.88,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 53 min,['Drama'],['Shin-Ei Animation'],1.0
Fuyu no Okurimono,1.0,6.55,0,ONA,Finished Airing,PG - Children,12 min,['Fantasy'],['Wit Studio'],12.0
667-tsuu no Love Letter,1.0,6.06,0,CM,Finished Airing,G - All Ages,2 min,['Romance'],['Ijigen Tokyo'],2.0
Sousei no Aquarion: Myth of Emotions,12.0,5.41,2025,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sci-Fi'],['Satelight'],23.0
"Ququ Bucai, Zaixia Yeguai",12.0,6.84,0,ONA,Finished Airing,PG-13 - Teens 13 or older,19 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Kung Fu Frog Animation'],19.0
Nushen You Dian Ling,18.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,13 min per ep,"['Romance', 'Supernatural']",['Xanthus Media'],13.0
Ayakashi Triangle Recap,1.0,5.72,0,TV Special,Finished Airing,R+ - Mild Nudity,23 min,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",['Connect'],23.0
Hawk no Onayami Soudanshitsu Special,1.0,5.03,0,Special,Finished Airing,PG-13 - Teens 13 or older,30 sec,['Comedy'],['Studio Deen'],30.0
Pi Zhe Lang Pi de Yang,16.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,16 min per ep,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",[],16.0
Gidalilge,2.0,6.11,0,Music,Finished Airing,G - All Ages,3 min per ep,[],[],3.0
YouTuNya,15.0,5.71,2023,TV,Finished Airing,G - All Ages,1 min per ep,['Comedy'],['Lesprit'],1.0
Bio Sekai Meisaku Gekijou,3.0,6.68,0,ONA,Finished Airing,PG-13 - Teens 13 or older,56 sec per ep,"['Comedy', 'Horror']",['Nippon Animation'],56.0
Kodomo datte Tsurai yo,2.0,6.37,0,ONA,Currently Airing,PG - Children,11 min,['Slice of Life'],['Kate Arrow'],11.0
Sittakaman!,8.0,6.37,0,ONA,Finished Airing,PG - Children,1 min per ep,['Comedy'],['Kate Arrow'],1.0
Hello-Ni-Zd-Marha-Bon-Hola,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Adventure'],[],3.0
Boku no Hero Academia 7th Season,21.0,8.13,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Action'],['Bones'],23.0
Undead Girl Murder Farce,13.0,7.84,2023,TV,Finished Airing,R - 17+ (violence & profanity),22 min per ep,"['Fantasy', 'Mystery']",['Lapin Track'],22.0
Given Movie 2: Hiiragi Mix,1.0,8.05,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 10 min,"['Boys Love', 'Drama']",['Lerche'],1.0
Mask Danshi wa Koishitakunai noni,1.0,6.92,0,OVA,Finished Airing,PG-13 - Teens 13 or older,23 min,['Boys Love'],['Studio Fusion'],23.0
Bloody Escape: Jigoku no Tousou Geki,1.0,6.05,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 37 min,"['Action', 'Drama', 'Sci-Fi']",['Polygon Pictures'],1.0
Metallic Rouge,13.0,6.21,2024,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Action', 'Sci-Fi']",['Bones'],22.0
Eternal Boys Next Stage,3.0,6.43,0,Movie,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,['Slice of Life'],['LIDENFILMS'],22.0
Blue Grass,1.0,6.34,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Kamierabi,12.0,5.83,2023,TV,Finished Airing,R - 17+ (violence & profanity),22 min per ep,"['Action', 'Suspense']",['Unend'],22.0
Captain Tsubasa Season 2: Junior Youth-hen,39.0,7.45,2023,TV,Finished Airing,G - All Ages,22 min per ep,['Sports'],['Studio KAI'],22.0
Train Heroes Honjitsu mo Spin Out!,10.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,['Comedy'],[],1.0
Train Heroes Honjitsu mo Spin Out! Indonesia-hen,8.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,['Comedy'],[],1.0
Nonty,33.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],[],1.0
Oji Zou-san,38.0,6.37,0,ONA,Finished Airing,G - All Ages,45 sec per ep,['Comedy'],[],45.0
Ai ga Tarinai yo,1.0,5.89,0,Music,Finished Airing,G - All Ages,4 min,['Romance'],[],4.0
Neko to Wakai se na,1.0,5.84,0,ONA,Finished Airing,PG-13 - Teens 13 or older,5 min,['Slice of Life'],[],5.0
Detarame na Sekai no Melodrama,1.0,6.12,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min,['Drama'],['TOHO animation STUDIO'],3.0
Restart,1.0,6.37,0,Movie,Finished Airing,R+ - Mild Nudity,14 min,['Avant Garde'],[],14.0
Urusei Yatsura (2022) 2nd Season,23.0,7.84,2024,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Comedy', 'Romance', 'Sci-Fi']",['David Production'],22.0
Planetarium Chibi Maruko-chan: Minamijuujisei ni Miserarete,1.0,6.37,0,Movie,Finished Airing,Unknown,40 min,"['Comedy', 'Sci-Fi']",[],40.0
Special Kid Factory,2.0,6.37,0,TV,Not yet aired,Unknown,Unknown,"['Mystery', 'Sci-Fi']",['NAZ'],
Funauta,1.0,5.79,0,Music,Finished Airing,G - All Ages,4 min,['Avant Garde'],['YURUPPE Inc.'],4.0
Kono Sekai wa Fukanzen Sugiru,13.0,6.53,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Fantasy']","['Studio Palette', '100studio']",23.0
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,12.0,7.14,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Fantasy'],['Jumondou'],23.0
"Ugoku Tabi, Suzushii.",1.0,6.37,0,CM,Finished Airing,G - All Ages,1 min,['Sports'],[],1.0
Yoru no Kurage wa Oyogenai,12.0,7.74,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Drama'],['Doga Kobo'],23.0
Mekakure,1.0,6.15,0,Movie,Finished Airing,R - 17+ (violence & profanity),5 min,"['Avant Garde', 'Horror', 'Suspense']",[],5.0
Sugar Apple Fairy Tale Part 2,12.0,7.66,2023,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Adventure', 'Drama', 'Fantasy', 'Romance']",['J.C.Staff'],22.0
Aishang Ta de Liyou,22.0,7.84,0,ONA,Finished Airing,PG-13 - Teens 13 or older,14 min per ep,"['Drama', 'Romance']",['Red Dog Culture House'],14.0
Ikimono-san,12.0,5.88,2023,TV,Finished Airing,G - All Ages,2 min per ep,"['Avant Garde', 'Comedy']",['New Deer'],2.0
Sakuretsu! Amabie-hime. Season 2,12.0,6.37,2023,TV,Finished Airing,G - All Ages,3 min per ep,['Comedy'],['CANON RECORDINGS'],3.0
Nightmare x Deathscythe: Hangyaku no Resonance,2.0,5.6,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,['Hentai'],['Anime Antenna Iinkai'],27.0
Oooku,10.0,7.41,0,ONA,Finished Airing,R - 17+ (violence & profanity),31 min per ep,['Drama'],['Studio Deen'],31.0
Yakitori,6.0,6.44,0,ONA,Finished Airing,R - 17+ (violence & profanity),31 min per ep,"['Action', 'Sci-Fi']",['ARECT'],31.0
Kikansha no Mahou wa Tokubetsu desu,12.0,7.05,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Fantasy']",['Arvo Animation'],23.0
Maou 2099,12.0,7.41,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Fantasy', 'Sci-Fi']",['J.C.Staff'],23.0
Shadowverse Flame: Seven Shadows-hen,25.0,6.78,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Fantasy'],['Zexcs'],23.0
Senpai wa Otokonoko,12.0,7.29,2024,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Drama', 'Romance']",['Project No.9'],22.0
Horimiya: Piece,13.0,8.13,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Romance'],['CloverWorks'],23.0
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,16.0,8.43,2024,TV,Finished Airing,R - 17+ (violence & profanity),28 min per ep,"['Drama', 'Fantasy', 'Suspense']",['White Fox'],28.0
Hypnosis Mic: Division Rap Battle - Rhyme Anima +,13.0,6.89,2023,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,['Sci-Fi'],['A-1 Pictures'],23.0
Rinkai!,12.0,5.69,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sports'],['TMS Entertainment'],23.0
Koukaku Kidoutai: SAC_2045 - Saigo no Ningen,1.0,6.31,0,Movie,Finished Airing,R - 17+ (violence & profanity),2 hr 6 min,"['Mystery', 'Sci-Fi']","['Production I.G', 'Sola Digital Arts']",2.0
Trigun Stargaze,12.0,7.2,2026,TV,Currently Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Sci-Fi']",['Orange'],23.0
Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,1.0,7.15,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Adventure', 'Comedy', 'Mystery']",['TMS Entertainment'],23.0
Blue Lock vs. U-20 Japan,14.0,7.51,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sports'],['8bit'],23.0
Blue Lock: Episode Nagi,1.0,7.28,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 30 min,['Sports'],['8bit'],1.0
Kin-Q Kids☆Otasu K-tai,12.0,6.37,2006,TV,Finished Airing,PG - Children,12 min per ep,[],[],12.0
High Card Season 2,12.0,7.11,2024,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Fantasy']",['Studio Hibari'],23.0
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,1.0,8.28,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 14 min,"['Drama', 'Romance', 'Supernatural']",['CloverWorks'],1.0
Shin Nippon History,2.0,6.37,2020,TV,Currently Airing,G - All Ages,23 min,['Comedy'],[],23.0
Takoru the Movie,1.0,6.37,0,Movie,Finished Airing,G - All Ages,20 min,['Slice of Life'],[],20.0
Takoru TV,2.0,6.37,0,TV,Currently Airing,G - All Ages,2 min,['Slice of Life'],[],2.0
Zhui Xu,12.0,7.35,0,ONA,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Action', 'Comedy']",['Oriental Creative Color'],26.0
Ugoku Ehon,13.0,6.37,0,OVA,Finished Airing,G - All Ages,10 min per ep,['Fantasy'],[],10.0
Gag Short Animation,37.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,['Comedy'],[],2.0
Zipangu,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Kokoro no Compass,1.0,6.37,0,Music,Finished Airing,G - All Ages,6 min,[],[],6.0
Mawangnim-eun Juggo Sip-eo,10.0,6.18,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min per ep,"['Fantasy', 'Romance']",[],6.0
Ta Bu Dang Nuzhu Hen Duo Nian,16.0,6.79,0,ONA,Finished Airing,PG-13 - Teens 13 or older,20 min per ep,"['Action', 'Adventure']",['Liyu Culture'],20.0
Mononogatari 2nd Season,12.0,7.34,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Supernatural']",['Bandai Namco Pictures'],23.0
Last Song,1.0,6.37,0,Music,Finished Airing,G - All Ages,6 min,[],[],6.0
Titanium 2 Step feat. Sal Principato,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Avant Garde'],[],3.0
Dinner Bell,1.0,6.2,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Studio Gohan'],3.0
Versailles no Bara: Moetsukita Bara no Shouzou,1.0,6.37,0,Special,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Drama', 'Romance']",['Tokyo Movie Shinsha'],24.0
Shanhai Jihui,25.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,19 min per ep,"['Action', 'Sci-Fi']",['Xuni Ying Ye'],19.0
Bungou Stray Dogs 5th Season,11.0,8.6,2023,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Mystery']",['Bones'],23.0
Wanderer,1.0,6.06,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,[],['Tonari Animation'],2.0
Wind Breaker,13.0,7.72,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Action'],['CloverWorks'],23.0
Gundam Build Metaverse,3.0,5.74,0,ONA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Sci-Fi'],['Sunrise Beyond'],24.0
Railment,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,9 min,['Avant Garde'],[],9.0
Shin Yaranai ka,1.0,5.6,0,OVA,Finished Airing,PG-13 - Teens 13 or older,31 min,"['Boys Love', 'Comedy']",['Anime Tokyo'],31.0
Mahou no Nai Sekai de Ikiru to Iu Koto,1.0,7.23,0,Music,Finished Airing,PG-13 - Teens 13 or older,7 min,"['Drama', 'Mystery']",['Euluca Lab'],7.0
Seventeen,1.0,6.94,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Contrail'],3.0
Sukebe Elf Tanbouki,2.0,7.41,0,OVA,Finished Airing,Rx - Hentai,16 min per ep,"['Fantasy', 'Hentai']",['T-Rex'],16.0
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",12.0,7.36,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Fantasy']",['Yumeta Company'],23.0
Bikkurimen,12.0,5.41,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Fantasy']",['Lesprit'],23.0
5-toubun no Hanayome∽,2.0,7.93,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Romance']",['Shaft'],24.0
Cardcaptor Sakura: Clear Card-hen (Zoku-hen),2.0,6.37,0,TV,Not yet aired,Unknown,Unknown,"['Adventure', 'Comedy', 'Romance']",[],
Edens Zero (Recap Movie),1.0,6.66,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 hr 11 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['J.C.Staff'],1.0
Tokyo Revengers: Tenjiku-hen,13.0,7.81,2023,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Drama']",['LIDENFILMS'],23.0
Otaku-chans,2.0,6.37,0,ONA,Currently Airing,PG-13 - Teens 13 or older,30 sec,['Comedy'],[],30.0
Short Flash Transformers Series,52.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,50 sec per ep,['Sci-Fi'],[],50.0
Pole Princess!! Movie,1.0,6.21,0,Movie,Finished Airing,PG-13 - Teens 13 or older,59 min,[],['Tatsunoko Production'],59.0
Kurae! Telepathy,1.0,6.48,0,Music,Finished Airing,G - All Ages,4 min,['Romance'],[],4.0
Tsunotsuno Taisou,1.0,5.67,0,ONA,Finished Airing,G - All Ages,2 min,"['Comedy', 'Fantasy', 'Sports']",['Anima'],2.0
Ni Tian Zhan Ji,20.0,5.78,0,ONA,Finished Airing,PG-13 - Teens 13 or older,13 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Fengyun Animation'],13.0
"Kizutsukedo, Aishiteru.",1.0,6.48,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Denden no Dennou Densha,12.0,6.37,2023,TV,Finished Airing,PG-13 - Teens 13 or older,5 min per ep,['Comedy'],['Studio HUIT'],5.0
Arknights x Luo Xiaohei Zhanji: Haojiu Bujian,1.0,5.78,0,PV,Finished Airing,PG-13 - Teens 13 or older,1 min,['Action'],['HMCH'],1.0
Chang An San Wan Li,1.0,6.95,0,Movie,Finished Airing,Unknown,2 hr 47 min,[],['Light Chaser Animation Studios'],2.0
Spy Kyoushitsu 2nd Season,12.0,7.15,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Mystery']",['feel.'],23.0
Mao Zhi Ming 2nd Season,11.0,6.54,0,ONA,Finished Airing,G - All Ages,11 min per ep,"['Comedy', 'Fantasy']",['TRCARTOON'],11.0
Mendako no Menmen,10.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,['Slice of Life'],[],1.0
BanG Dream! It's MyGO!!!!!,13.0,8.23,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Drama'],['SANZIGEN'],23.0
Giji Harem,12.0,7.82,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance']",['Nomad'],23.0
The Sukkiri Crawlers,20.0,6.37,0,Special,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],['Production I.G'],1.0
Dianqi Shaonu,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,8 min per ep,['Comedy'],['Shengguang Knight Culture'],8.0
You Shou Yan,12.0,7.71,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min per ep,"['Comedy', 'Fantasy']",['Fenz'],6.0
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai - Nenmatsu Special,1.0,6.61,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,7 min,['Comedy'],['DLE'],7.0
Yomna,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Sylvanian Families Movie: Freya kara no Okurimono,1.0,6.37,0,Movie,Finished Airing,G - All Ages,1 hr 6 min,"['Comedy', 'Fantasy']",[],1.0
Shuumatsu no Walküre II Mini Anime,18.0,5.9,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,['Comedy'],['AQUA ARIS'],2.0
BT21 Original Story 2nd Season,5.0,6.37,0,ONA,Finished Airing,G - All Ages,3 min per ep,"['Fantasy', 'Slice of Life']",[],3.0
Miaomiao Ruci Yaorao,20.0,6.37,0,ONA,Finished Airing,G - All Ages,2 min per ep,['Comedy'],[],2.0
Life of the Dead Episode 7,1.0,6.37,0,ONA,Finished Airing,R - 17+ (violence & profanity),24 min,"['Action', 'Horror', 'Suspense']",['Studio Binzo'],24.0
Akuyaku Mahou Shoujo Midoro,1.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,9 min,['Action'],['Studio Binzo'],9.0
Bu Mie Shen Wang,19.0,6.52,0,ONA,Finished Airing,PG-13 - Teens 13 or older,15 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Djinn Power'],15.0
1LDK + JK Ikinari Doukyo? Micchaku!? Hatsu Ecchi!!?,2.0,7.01,0,OVA,Currently Airing,Rx - Hentai,20 min,['Hentai'],['Studio 1st'],20.0
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime Episode 0,1.0,5.88,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min,"['Comedy', 'Fantasy']",['AQUA ARIS'],2.0
Munou na Nana Mini Anime: Yaminabe Party,1.0,5.59,0,Special,Finished Airing,PG-13 - Teens 13 or older,3 min,"['Comedy', 'Gourmet', 'Supernatural']",['Bridge'],3.0
Now & Then,1.0,6.16,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,[],[],2.0
Life of the Dead Season 2,2.0,6.37,0,ONA,Finished Airing,R+ - Mild Nudity,15 min per ep,"['Comedy', 'Horror']",['Studio Binzo'],15.0
Huyao Xiao Hongniang 11: Wu Mu Pian,12.0,6.66,0,ONA,Finished Airing,PG-13 - Teens 13 or older,18 min per ep,"['Comedy', 'Romance', 'Supernatural']",['GARDEN Culture'],18.0
Atashi wa Mondaisaku,1.0,6.97,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Hifumi'],3.0
Yishi Du Zun,45.0,6.63,0,ONA,Finished Airing,PG-13 - Teens 13 or older,12 min per ep,"['Action', 'Adventure', 'Fantasy']",['Xing Yi Kai Chen'],12.0
Qing Lian Jian Xian Zhuan,54.0,6.56,0,ONA,Finished Airing,PG-13 - Teens 13 or older,9 min per ep,"['Action', 'Adventure', 'Fantasy']",['Ruo Hong Culture'],9.0
Idol,1.0,8.7,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Doga Kobo'],3.0
Ojing-eoui Nwiuchim,1.0,6.37,0,Movie,Finished Airing,PG - Children,18 min,['Fantasy'],[],18.0
Go! Go! Vehicle Zoo,26.0,6.37,2023,TV,Finished Airing,PG - Children,2 min per ep,[],"['OLM', 'Signal.MD']",2.0
Saezuru Doubutsu wa Yarushikanai! Specials,5.0,6.08,0,Special,Finished Airing,PG-13 - Teens 13 or older,45 sec per ep,['Comedy'],['AQUA ARIS'],45.0
Bu Ya Duanpian: Bajiu Buli Shi,10.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,"['Gourmet', 'Slice of Life']",[],1.0
Euphoria (Music),1.0,6.34,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Lost My Mind,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Shizuku (Music),1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
"Kanojo, Okarishimasu Petit Special",1.0,5.51,0,Special,Finished Airing,PG-13 - Teens 13 or older,52 sec,['Comedy'],['AQUA ARIS'],52.0
Tsugu Tsugumomo Mini Anime Specials,8.0,5.81,0,Special,Finished Airing,PG-13 - Teens 13 or older,20 sec per ep,['Comedy'],['AQUA ARIS'],20.0
